resistant_phenotype,antibiotic,genome_id,genome_name,label,organism
susceptible,tetracycline,46170.813,Staphylococcus aureus subsp. aureus strain 23,0,Staphylococcus aureus
resistant,gentamicin,46170.734,Staphylococcus aureus subsp. aureus strain LTF05,1,Staphylococcus aureus
resistant,gentamicin,46170.691,Staphylococcus aureus subsp. aureus strain CCUG 35601,1,Staphylococcus aureus
susceptible,tetracycline,46170.348,Staphylococcus aureus subsp. aureus strain TW07_3,0,Staphylococcus aureus
susceptible,tetracycline,46170.824,Staphylococcus aureus subsp. aureus strain ATCC 12600,0,Staphylococcus aureus
susceptible,gentamicin,46170.1163,Staphylococcus aureus subsp. aureus strain JGR69,0,Staphylococcus aureus
susceptible,gentamicin,46170.325,Staphylococcus aureus subsp. aureus strain SA14-265,0,Staphylococcus aureus
susceptible,gentamicin,46170.1151,Staphylococcus aureus subsp. aureus strain QR949,0,Staphylococcus aureus
susceptible,tetracycline,46170.305,Staphylococcus aureus subsp. aureus strain USA300_SUR1,0,Staphylococcus aureus
susceptible,tetracycline,46170.555,Staphylococcus aureus subsp. aureus strain M1KS0073_1,0,Staphylococcus aureus
resistant,tetracycline,46170.1186,Staphylococcus aureus subsp. aureus strain ABR10,1,Staphylococcus aureus
susceptible,gentamicin,46170.1083,Staphylococcus aureus subsp. aureus strain Dresden-275757,0,Staphylococcus aureus
susceptible,gentamicin,46170.321,Staphylococcus aureus subsp. aureus strain SA10-285,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.348,Staphylococcus aureus subsp. aureus strain TW07_3,0,Staphylococcus aureus
resistant,tetracycline,46170.1162,Staphylococcus aureus subsp. aureus strain KTR35,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1140,Staphylococcus aureus subsp. aureus strain RR20,0,Staphylococcus aureus
susceptible,tetracycline,46170.630,Staphylococcus aureus subsp. aureus strain M6KS0528_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1155,Staphylococcus aureus subsp. aureus strain MKR4,0,Staphylococcus aureus
susceptible,gentamicin,46170.304,Staphylococcus aureus subsp. aureus strain ATCC 6538,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.501,Staphylococcus aureus subsp. aureus strain CAR,0,Staphylococcus aureus
susceptible,gentamicin,46170.1147,Staphylococcus aureus subsp. aureus strain RR14,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.639,Staphylococcus aureus subsp. aureus strain M6KS0591_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1137,Staphylococcus aureus subsp. aureus strain RR62,0,Staphylococcus aureus
susceptible,ciprofloxacin,93061.132,Staphylococcus aureus subsp. aureus NCTC 8325 strain NCTC8325,0,Staphylococcus aureus
susceptible,gentamicin,46170.502,Staphylococcus aureus subsp. aureus strain CIT,0,Staphylococcus aureus
susceptible,gentamicin,46170.1112,Staphylococcus aureus subsp. aureus strain sta1676,0,Staphylococcus aureus
resistant,gentamicin,1330462.3,Staphylococcus aureus subsp. aureus SA9080,1,Staphylococcus aureus
resistant,tetracycline,46170.1098,Staphylococcus aureus subsp. aureus strain ATCC 33591_Arg3,1,Staphylococcus aureus
susceptible,tetracycline,46170.749,Staphylococcus aureus subsp. aureus strain LTF14,0,Staphylococcus aureus
resistant,gentamicin,46170.1118,Staphylococcus aureus subsp. aureus strain Sau70,1,Staphylococcus aureus
susceptible,tetracycline,46170.638,Staphylococcus aureus subsp. aureus strain M6KS0591_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.1197,Staphylococcus aureus subsp. aureus strain Q37,0,Staphylococcus aureus
susceptible,tetracycline,46170.328,Staphylococcus aureus subsp. aureus strain SA11-192,0,Staphylococcus aureus
susceptible,tetracycline,46170.345,Staphylococcus aureus subsp. aureus strain TW05,0,Staphylococcus aureus
susceptible,tetracycline,46170.596,Staphylococcus aureus subsp. aureus strain M1KS0564_3,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1025,Staphylococcus aureus subsp. aureus strain cntA52,0,Staphylococcus aureus
resistant,gentamicin,46170.737,Staphylococcus aureus subsp. aureus strain LTF32,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.323,Staphylococcus aureus subsp. aureus strain SA14-118,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1124,Staphylococcus aureus subsp. aureus strain Sau100,0,Staphylococcus aureus
resistant,ciprofloxacin,46170.562,Staphylococcus aureus subsp. aureus strain M1KS0130_1,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.617,Staphylococcus aureus subsp. aureus strain M6KS0321_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.589,Staphylococcus aureus subsp. aureus strain M1KS0528_4,0,Staphylococcus aureus
susceptible,ciprofloxacin,1330462.3,Staphylococcus aureus subsp. aureus SA9080,0,Staphylococcus aureus
susceptible,tetracycline,46170.754,Staphylococcus aureus subsp. aureus strain LTF01,0,Staphylococcus aureus
susceptible,tetracycline,46170.606,Staphylococcus aureus subsp. aureus strain M6KS0094_1,0,Staphylococcus aureus
susceptible,tetracycline,46170.1082,Staphylococcus aureus subsp. aureus strain EDCC5398,0,Staphylococcus aureus
susceptible,ciprofloxacin,93062.74,Staphylococcus aureus subsp. aureus COL,0,Staphylococcus aureus
susceptible,gentamicin,93062.74,Staphylococcus aureus subsp. aureus COL,0,Staphylococcus aureus
resistant,ciprofloxacin,367830.75,Staphylococcus aureus subsp. aureus USA300 strain NRS384 strain USA300 NRS384,1,Staphylococcus aureus
susceptible,gentamicin,93061.132,Staphylococcus aureus subsp. aureus NCTC 8325 strain NCTC8325,0,Staphylococcus aureus
resistant,gentamicin,46170.1251,Staphylococcus aureus subsp. aureus PartE-Saureus-RM8376,1,Staphylococcus aureus
susceptible,tetracycline,46170.564,Staphylococcus aureus subsp. aureus strain M1KS0165_3,0,Staphylococcus aureus
susceptible,gentamicin,46170.1144,Staphylococcus aureus subsp. aureus strain RR111,0,Staphylococcus aureus
resistant,tetracycline,46170.1120,Staphylococcus aureus subsp. aureus strain Sau62,1,Staphylococcus aureus
susceptible,tetracycline,46170.579,Staphylococcus aureus subsp. aureus strain M1KS0391_2,0,Staphylococcus aureus
resistant,ciprofloxacin,904787.3,Staphylococcus aureus subsp. aureus IS-189,1,Staphylococcus aureus
resistant,gentamicin,46170.1164,Staphylococcus aureus subsp. aureus strain KTR43,1,Staphylococcus aureus
susceptible,tetracycline,46170.1091,Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe5,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.735,Staphylococcus aureus subsp. aureus strain LTF04,0,Staphylococcus aureus
resistant,gentamicin,46170.750,Staphylococcus aureus subsp. aureus strain LTF10,1,Staphylococcus aureus
susceptible,gentamicin,46170.1092,Staphylococcus aureus subsp. aureus strain ATCC 33591_Arg4,0,Staphylococcus aureus
resistant,tetracycline,46170.1116,Staphylococcus aureus subsp. aureus strain Sau80,1,Staphylococcus aureus
susceptible,tetracycline,904800.3,Staphylococcus aureus subsp. aureus CO-85,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.556,Staphylococcus aureus subsp. aureus strain M1KS0073_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.747,Staphylococcus aureus subsp. aureus strain LTF15,0,Staphylococcus aureus
resistant,gentamicin,46170.823,Staphylococcus aureus subsp. aureus strain 3 (A) strain 3 (A) strain 3 (A),1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.630,Staphylococcus aureus subsp. aureus strain M6KS0528_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.741,Staphylococcus aureus subsp. aureus strain LTF26,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.823,Staphylococcus aureus subsp. aureus strain 3 (A) strain 3 (A) strain 3 (A),0,Staphylococcus aureus
resistant,tetracycline,46170.1169,Staphylococcus aureus subsp. aureus strain ILR17,1,Staphylococcus aureus
susceptible,tetracycline,46170.360,Staphylococcus aureus subsp. aureus strain TW16,0,Staphylococcus aureus
susceptible,tetracycline,46170.357,Staphylococcus aureus subsp. aureus strain TW15,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1125,Staphylococcus aureus subsp. aureus strain Sau102,0,Staphylococcus aureus
susceptible,tetracycline,46170.326,Staphylococcus aureus subsp. aureus strain SA14-613,0,Staphylococcus aureus
susceptible,tetracycline,46170.587,Staphylococcus aureus subsp. aureus strain M1KS0528_2,0,Staphylococcus aureus
resistant,gentamicin,46170.1171,Staphylococcus aureus subsp. aureus strain ACR52,1,Staphylococcus aureus
susceptible,gentamicin,46170.1090,Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe2,0,Staphylococcus aureus
susceptible,gentamicin,46170.1097,Staphylococcus aureus subsp. aureus strain ATCC 33591_Arg2,0,Staphylococcus aureus
susceptible,tetracycline,46170.566,Staphylococcus aureus subsp. aureus strain M1KS0165_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.557,Staphylococcus aureus subsp. aureus strain M1KS0088_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.743,Staphylococcus aureus subsp. aureus strain LTF22,0,Staphylococcus aureus
susceptible,tetracycline,46170.642,Staphylococcus aureus subsp. aureus strain M1KS0094_2,0,Staphylococcus aureus
resistant,tetracycline,46170.1182,Staphylococcus aureus subsp. aureus strain ABR23,1,Staphylococcus aureus
resistant,gentamicin,46170.1184,Staphylococcus aureus subsp. aureus strain ABR102,1,Staphylococcus aureus
susceptible,gentamicin,46170.615,Staphylococcus aureus subsp. aureus strain M6KS0265_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.619,Staphylococcus aureus subsp. aureus strain M6KS0367_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.580,Staphylococcus aureus subsp. aureus strain M1KS0501_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.582,Staphylococcus aureus subsp. aureus strain M1KS0526_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.638,Staphylococcus aureus subsp. aureus strain M6KS0591_1,0,Staphylococcus aureus
resistant,tetracycline,46170.1126,Staphylococcus aureus subsp. aureus strain RR97,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1129,Staphylococcus aureus subsp. aureus strain Sau122,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1196,Staphylococcus aureus subsp. aureus strain Q85,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1085,Staphylococcus aureus subsp. aureus strain Oerebro-086360,0,Staphylococcus aureus
susceptible,gentamicin,46170.1094,Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1115,Staphylococcus aureus subsp. aureus strain Sau95,0,Staphylococcus aureus
susceptible,tetracycline,46170.1081,Staphylococcus aureus subsp. aureus strain HL20709,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.745,Staphylococcus aureus subsp. aureus strain LTF19,0,Staphylococcus aureus
susceptible,gentamicin,46170.577,Staphylococcus aureus subsp. aureus strain M1KS0367_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.345,Staphylococcus aureus subsp. aureus strain TW05,0,Staphylococcus aureus
susceptible,tetracycline,46170.591,Staphylococcus aureus subsp. aureus strain M1KS0560_2,0,Staphylococcus aureus
resistant,tetracycline,46170.820,Staphylococcus aureus subsp. aureus strain 15,1,Staphylococcus aureus
resistant,tetracycline,46170.1142,Staphylococcus aureus subsp. aureus strain RR17,1,Staphylococcus aureus
susceptible,gentamicin,46170.558,Staphylococcus aureus subsp. aureus strain M1KS0088_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.576,Staphylococcus aureus subsp. aureus strain M1KS0367_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.807,Staphylococcus aureus subsp. aureus strain WCUH29,0,Staphylococcus aureus
susceptible,tetracycline,46170.1113,Staphylococcus aureus subsp. aureus strain sta1645,0,Staphylococcus aureus
susceptible,gentamicin,46170.320,Staphylococcus aureus subsp. aureus strain SA13-246,0,Staphylococcus aureus
susceptible,tetracycline,46170.350,Staphylococcus aureus subsp. aureus strain TW09,0,Staphylococcus aureus
susceptible,gentamicin,46170.626,Staphylococcus aureus subsp. aureus strain M6KS0501_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.1196,Staphylococcus aureus subsp. aureus strain Q85,0,Staphylococcus aureus
susceptible,gentamicin,46170.580,Staphylococcus aureus subsp. aureus strain M1KS0501_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.624,Staphylococcus aureus subsp. aureus strain M6KS0391_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.580,Staphylococcus aureus subsp. aureus strain M1KS0501_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.1189,Staphylococcus aureus subsp. aureus strain G8 strain SA G8,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1142,Staphylococcus aureus subsp. aureus strain RR17,0,Staphylococcus aureus
susceptible,tetracycline,46170.576,Staphylococcus aureus subsp. aureus strain M1KS0367_1,0,Staphylococcus aureus
susceptible,tetracycline,46170.815,Staphylococcus aureus subsp. aureus strain 3 (B) strain 3 (B) strain 3 (B),0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.579,Staphylococcus aureus subsp. aureus strain M1KS0391_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.369,Staphylococcus aureus subsp. aureus UAMS-1,0,Staphylococcus aureus
resistant,tetracycline,46170.1161,Staphylococcus aureus subsp. aureus strain KTR58,1,Staphylococcus aureus
susceptible,gentamicin,46170.642,Staphylococcus aureus subsp. aureus strain M1KS0094_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,904784.3,Staphylococcus aureus subsp. aureus IS-125,0,Staphylococcus aureus
susceptible,gentamicin,46170.1141,Staphylococcus aureus subsp. aureus strain RR19,0,Staphylococcus aureus
susceptible,gentamicin,46170.1179,Staphylococcus aureus subsp. aureus strain ACR15,0,Staphylococcus aureus
susceptible,gentamicin,46170.810,Staphylococcus aureus subsp. aureus strain 41,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1156,Staphylococcus aureus subsp. aureus strain LCR13,0,Staphylococcus aureus
resistant,gentamicin,46170.807,Staphylococcus aureus subsp. aureus strain WCUH29,1,Staphylococcus aureus
susceptible,tetracycline,46170.614,Staphylococcus aureus subsp. aureus strain M6KS0260_3,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1133,Staphylococcus aureus subsp. aureus strain RR7,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.356,Staphylococcus aureus subsp. aureus strain TW13,0,Staphylococcus aureus
susceptible,tetracycline,46170.589,Staphylococcus aureus subsp. aureus strain M1KS0528_4,0,Staphylococcus aureus
susceptible,gentamicin,46170.1158,Staphylococcus aureus subsp. aureus strain MKR24,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.603,Staphylococcus aureus subsp. aureus strain M6KS0073_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.562,Staphylococcus aureus subsp. aureus strain M1KS0130_1,0,Staphylococcus aureus
resistant,gentamicin,46170.731,Staphylococcus aureus subsp. aureus strain LTF11,1,Staphylococcus aureus
susceptible,tetracycline,46170.635,Staphylococcus aureus subsp. aureus strain M6KS0584_1,0,Staphylococcus aureus
susceptible,gentamicin,46170.1145,Staphylococcus aureus subsp. aureus strain RR13,0,Staphylococcus aureus
resistant,tetracycline,46170.1115,Staphylococcus aureus subsp. aureus strain Sau95,1,Staphylococcus aureus
susceptible,gentamicin,46170.341,Staphylococcus aureus subsp. aureus strain TW02,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.734,Staphylococcus aureus subsp. aureus strain LTF05,0,Staphylococcus aureus
resistant,gentamicin,46170.578,Staphylococcus aureus subsp. aureus strain M1KS0391_1,1,Staphylococcus aureus
susceptible,gentamicin,46170.620,Staphylococcus aureus subsp. aureus strain M6KS0367_3,0,Staphylococcus aureus
resistant,ciprofloxacin,46170.609,Staphylococcus aureus subsp. aureus strain M6KS0130_1,1,Staphylococcus aureus
susceptible,gentamicin,46170.410,Staphylococcus aureus subsp. aureus strain SR411,0,Staphylococcus aureus
susceptible,tetracycline,46170.567,Staphylococcus aureus subsp. aureus strain M1KS0165_4,0,Staphylococcus aureus
resistant,gentamicin,46170.1138,Staphylococcus aureus subsp. aureus strain RR34,1,Staphylococcus aureus
susceptible,gentamicin,46170.561,Staphylococcus aureus subsp. aureus strain M1KS0094_4,0,Staphylococcus aureus
susceptible,gentamicin,46170.344,Staphylococcus aureus subsp. aureus strain TW06,0,Staphylococcus aureus
susceptible,tetracycline,46170.1195,Staphylococcus aureus subsp. aureus strain Q47,0,Staphylococcus aureus
susceptible,gentamicin,46170.569,Staphylococcus aureus subsp. aureus strain M1KS0176_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.824,Staphylococcus aureus subsp. aureus strain ATCC 12600,0,Staphylococcus aureus
susceptible,tetracycline,46170.565,Staphylococcus aureus subsp. aureus strain M1KS0165_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.591,Staphylococcus aureus subsp. aureus strain M1KS0560_2,0,Staphylococcus aureus
resistant,tetracycline,46170.1251,Staphylococcus aureus subsp. aureus PartE-Saureus-RM8376,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.363,Staphylococcus aureus subsp. aureus strain TW20,0,Staphylococcus aureus
susceptible,tetracycline,46170.578,Staphylococcus aureus subsp. aureus strain M1KS0391_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.305,Staphylococcus aureus subsp. aureus strain USA300_SUR1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1197,Staphylococcus aureus subsp. aureus strain Q37,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1113,Staphylococcus aureus subsp. aureus strain sta1645,0,Staphylococcus aureus
susceptible,tetracycline,46170.340,Staphylococcus aureus subsp. aureus strain TW01_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.322,Staphylococcus aureus subsp. aureus strain SA10-17,0,Staphylococcus aureus
susceptible,gentamicin,426430.24,Staphylococcus aureus subsp. aureus str. Newman,0,Staphylococcus aureus
resistant,tetracycline,46170.1163,Staphylococcus aureus subsp. aureus strain JGR69,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.739,Staphylococcus aureus subsp. aureus strain LTF27,0,Staphylococcus aureus
susceptible,ciprofloxacin,548473.13,Staphylococcus aureus subsp. aureus TCH60 SA-9397,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1117,Staphylococcus aureus subsp. aureus strain Sau73,0,Staphylococcus aureus
susceptible,tetracycline,46170.733,Staphylococcus aureus subsp. aureus strain LTF06,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1159,Staphylococcus aureus subsp. aureus strain LCR11,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1131,Staphylococcus aureus subsp. aureus strain RR96,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.723,Staphylococcus aureus subsp. aureus strain LTF25,0,Staphylococcus aureus
resistant,tetracycline,46170.1175,Staphylococcus aureus subsp. aureus strain ACR40,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.613,Staphylococcus aureus subsp. aureus strain M6KS0260_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.1173,Staphylococcus aureus subsp. aureus strain ACR35,0,Staphylococcus aureus
resistant,ciprofloxacin,46170.806,Staphylococcus aureus subsp. aureus strain VB31683,1,Staphylococcus aureus
susceptible,tetracycline,46170.621,Staphylococcus aureus subsp. aureus strain M6KS0367_2,0,Staphylococcus aureus
resistant,tetracycline,46170.559,Staphylococcus aureus subsp. aureus strain M1KS0094_1,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1135,Staphylococcus aureus subsp. aureus strain RR5,0,Staphylococcus aureus
susceptible,gentamicin,523796.83,Staphylococcus aureus subsp. aureus ST398 strain 2012-3,0,Staphylococcus aureus
resistant,tetracycline,46170.1089,Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe3,1,Staphylococcus aureus
susceptible,gentamicin,46170.327,Staphylococcus aureus subsp. aureus strain SA33972,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.621,Staphylococcus aureus subsp. aureus strain M6KS0367_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.737,Staphylococcus aureus subsp. aureus strain LTF32,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.567,Staphylococcus aureus subsp. aureus strain M1KS0165_4,0,Staphylococcus aureus
susceptible,gentamicin,46170.318,Staphylococcus aureus subsp. aureus strain SA13-192,0,Staphylococcus aureus
susceptible,gentamicin,46170.584,Staphylococcus aureus subsp. aureus strain M1KS0526_2,0,Staphylococcus aureus
resistant,ciprofloxacin,46170.1189,Staphylococcus aureus subsp. aureus strain G8 strain SA G8,1,Staphylococcus aureus
susceptible,tetracycline,46170.339,Staphylococcus aureus subsp. aureus strain TW01,0,Staphylococcus aureus
susceptible,tetracycline,46170.560,Staphylococcus aureus subsp. aureus strain M1KS0094_3,0,Staphylococcus aureus
susceptible,tetracycline,46170.811,Staphylococcus aureus subsp. aureus strain 6 (A) strain 6 (A) strain 6 (A),0,Staphylococcus aureus
resistant,gentamicin,46170.728,Staphylococcus aureus subsp. aureus strain LTF17,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.326,Staphylococcus aureus subsp. aureus strain SA14-613,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.566,Staphylococcus aureus subsp. aureus strain M1KS0165_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.561,Staphylococcus aureus subsp. aureus strain M1KS0094_4,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.620,Staphylococcus aureus subsp. aureus strain M6KS0367_3,0,Staphylococcus aureus
susceptible,tetracycline,548473.13,Staphylococcus aureus subsp. aureus TCH60 SA-9397,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.345,Staphylococcus aureus subsp. aureus strain TW05,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.585,Staphylococcus aureus subsp. aureus strain M1KS0526_3,0,Staphylococcus aureus
susceptible,gentamicin,46170.573,Staphylococcus aureus subsp. aureus strain M1KS0265_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.750,Staphylococcus aureus subsp. aureus strain LTF10,0,Staphylococcus aureus
susceptible,gentamicin,46170.1173,Staphylococcus aureus subsp. aureus strain ACR35,0,Staphylococcus aureus
resistant,gentamicin,46170.1117,Staphylococcus aureus subsp. aureus strain Sau73,1,Staphylococcus aureus
susceptible,gentamicin,46170.1024,Staphylococcus aureus subsp. aureus strain murR6,0,Staphylococcus aureus
susceptible,gentamicin,46170.1137,Staphylococcus aureus subsp. aureus strain RR62,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1024,Staphylococcus aureus subsp. aureus strain murR6,0,Staphylococcus aureus
susceptible,tetracycline,46170.569,Staphylococcus aureus subsp. aureus strain M1KS0176_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.461,Staphylococcus aureus subsp. aureus strain EDCC5458,0,Staphylococcus aureus
susceptible,gentamicin,46170.610,Staphylococcus aureus subsp. aureus strain M6KS0165_2,0,Staphylococcus aureus
resistant,gentamicin,46170.754,Staphylococcus aureus subsp. aureus strain LTF01,1,Staphylococcus aureus
susceptible,gentamicin,46170.1152,Staphylococcus aureus subsp. aureus strain NCHR52,0,Staphylococcus aureus
susceptible,gentamicin,904785.3,Staphylococcus aureus subsp. aureus IS-157,0,Staphylococcus aureus
resistant,ciprofloxacin,46170.808,Staphylococcus aureus subsp. aureus strain 42 (B) strain 42 (B) strain 42 (B),1,Staphylococcus aureus
susceptible,tetracycline,46170.1176,Staphylococcus aureus subsp. aureus strain ACR33,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.809,Staphylococcus aureus subsp. aureus strain 48,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1126,Staphylococcus aureus subsp. aureus strain RR97,0,Staphylococcus aureus
resistant,tetracycline,46170.1130,Staphylococcus aureus subsp. aureus strain Sau114,1,Staphylococcus aureus
resistant,gentamicin,46170.636,Staphylococcus aureus subsp. aureus strain M6KS0584_2,1,Staphylococcus aureus
susceptible,tetracycline,46170.1086,Staphylococcus aureus subsp. aureus strain ATCC 33591_Arg1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1172,Staphylococcus aureus subsp. aureus strain ACR36,0,Staphylococcus aureus
susceptible,tetracycline,46170.610,Staphylococcus aureus subsp. aureus strain M6KS0165_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.409,Staphylococcus aureus subsp. aureus strain SR389,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.610,Staphylococcus aureus subsp. aureus strain M6KS0165_2,0,Staphylococcus aureus
susceptible,tetracycline,904792.3,Staphylococcus aureus subsp. aureus IS-M,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.730,Staphylococcus aureus subsp. aureus strain LTF13,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1152,Staphylococcus aureus subsp. aureus strain NCHR52,0,Staphylococcus aureus
susceptible,ciprofloxacin,561307.27,Staphylococcus aureus subsp. aureus RN4220,0,Staphylococcus aureus
susceptible,gentamicin,46170.567,Staphylococcus aureus subsp. aureus strain M1KS0165_4,0,Staphylococcus aureus
susceptible,tetracycline,46170.1167,Staphylococcus aureus subsp. aureus strain ILR76,0,Staphylococcus aureus
resistant,gentamicin,46170.814,Staphylococcus aureus subsp. aureus strain 50,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.753,Staphylococcus aureus subsp. aureus strain LTF02,0,Staphylococcus aureus
susceptible,gentamicin,904800.3,Staphylococcus aureus subsp. aureus CO-85,0,Staphylococcus aureus
susceptible,gentamicin,46170.571,Staphylococcus aureus subsp. aureus strain M1KS0260_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.1138,Staphylococcus aureus subsp. aureus strain RR34,0,Staphylococcus aureus
resistant,tetracycline,46170.317,Staphylococcus aureus subsp. aureus strain ISU926,1,Staphylococcus aureus
resistant,gentamicin,46170.732,Staphylococcus aureus subsp. aureus strain LTF07,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.631,Staphylococcus aureus subsp. aureus strain M6KS0560_1,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.352,Staphylococcus aureus subsp. aureus strain TW10,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.595,Staphylococcus aureus subsp. aureus strain M1KS0564_2,0,Staphylococcus aureus
susceptible,gentamicin,46170.585,Staphylococcus aureus subsp. aureus strain M1KS0526_3,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.637,Staphylococcus aureus subsp. aureus strain M6KS0584_3,0,Staphylococcus aureus
susceptible,tetracycline,46170.746,Staphylococcus aureus subsp. aureus strain LTF18,0,Staphylococcus aureus
resistant,gentamicin,46170.812,Staphylococcus aureus subsp. aureus strain 42,1,Staphylococcus aureus
resistant,tetracycline,46170.1118,Staphylococcus aureus subsp. aureus strain Sau70,1,Staphylococcus aureus
susceptible,ciprofloxacin,46170.598,Staphylococcus aureus subsp. aureus strain M1KS0584_4,0,Staphylococcus aureus
susceptible,tetracycline,46170.319,Staphylococcus aureus subsp. aureus strain SA33924,0,Staphylococcus aureus
susceptible,gentamicin,46170.565,Staphylococcus aureus subsp. aureus strain M1KS0165_2,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.362,Staphylococcus aureus subsp. aureus strain TW17,0,Staphylococcus aureus
susceptible,gentamicin,46170.460,Staphylococcus aureus subsp. aureus strain EDCC5464,0,Staphylococcus aureus
susceptible,tetracycline,46170.352,Staphylococcus aureus subsp. aureus strain TW10,0,Staphylococcus aureus
susceptible,gentamicin,46170.1177,Staphylococcus aureus subsp. aureus strain ACR34,0,Staphylococcus aureus
