resistant_phenotype,genome_name,genome_id,antibiotic,label,organism
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1591/2529,72407.1085,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCIACA-19-0096,72407.2667,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae LC-1872/18,72407.2029,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain Kpn37,72407.1841,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain R4462,72407.1175,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain MRSN824964,72407.1793,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae DEUKp1212_1,72407.2023,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864744,72407.502,ampicillin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBBAEF-19-0049,72407.2281,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864755,72407.516,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae KP-63,72407.2159,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1690/2666,72407.965,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae N5062754,72407.3032,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDACI-19-0136,72407.2353,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae SCKP020078,72407.2007,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain SIKP146,72407.1348,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864872,72407.538,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 1250/2123,72407.1000,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae TUM2756,72407.1949,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN825128,72407.1901,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCGACB-19-0034,72407.2553,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCDAAB-19-0169,72407.2918,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEHAAB-19-0002,72407.2845,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae KP21,72407.1758,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP166,72407.1344,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBEAAGC-19-0036,72407.2827,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP169,72407.1368,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP056,72407.1319,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 1606/2552,72407.963,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCGAAG-19-0199,72407.2541,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain WRC04_AI1235M,72407.1612,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCHACG-19-0043,72407.2591,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864742,72407.480,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae ATCC 33259,72407.1937,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain WGR351,72407.1605,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBHAAC-19-0078,72407.2450,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEHABI-19-0183,72407.2858,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCGAAG-19-0132,72407.2530,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBEADA-19-0016,72407.2430,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864790,72407.698,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain MRSN825224,72407.1824,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP020131,72407.871,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP068,72407.1326,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864856,72407.519,ampicillin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCDAAB-19-0079,72407.2919,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1169/2053,72407.1004,imipenem,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864793,72407.569,ampicillin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae TUM12585,72407.1956,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae KKP051,72407.1890,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBEGAAC-19-0005,72407.2837,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBEAAGC-19-0006,72407.2965,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBDEABG-19-0188,72407.2769,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae VH1-2,72407.1938,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae T698-1,72407.1737,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCHACA-19-0128,72407.2583,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCDABA-19-0041,72407.2488,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN570244,72407.1891,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain EC1149-F-N716-1-636,72407.1594,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBDAAB-19-0015,72407.2306,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae Kpn4709,72407.1923,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBDACI-19-0126,72407.2354,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain SIKP173,72407.1357,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1606/2552,72407.963,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBDEABG-19-0026,72407.2777,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae K606,72407.1850,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae M7213934,72407.3060,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDEABG-19-0117,72407.2765,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEAABH-19-0130,72407.2959,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCDAAB-19-0259,72407.2484,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain SIKP004,72407.1293,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBAAAF-19-0016,72407.2238,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain MRSN613318,72407.1764,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDAFG-19-0074,72407.2379,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KUH-KPNHVL1,72407.1418,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain JNM8C2,72407.1139,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae Kpn4709,72407.1923,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain RJA166,72407.626,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae CS00782,72407.2100,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBDGAAG-19-0163,72407.2794,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBEADA-19-0068,72407.2426,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain SIKP090,72407.1312,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KPCRETH15,72407.667,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCDADA-19-0053,72407.2502,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCIAEJ-19-0055,72407.2686,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCDAAB-19-0168,72407.2476,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCIACA-19-0013,72407.2666,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain DG5544,72407.1128,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae 51851,72407.3030,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 1609/2560,72407.1078,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 912/1862,72407.1066,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 43UCESBL_BLUE2PLATE,72407.723,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1691/2667,72407.1022,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JNQH327,72407.3068,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1471/2386,72407.959,imipenem,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae A 165,72407.2160,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae KKP026,72407.1905,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBEADE-19-0010,72407.2431,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBCADC-19-0052,72407.2292,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864760,72407.527,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae VH1-2,72407.1938,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBBABI-19-0010,72407.2268,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBBABI-19-0143,72407.2259,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae N4213107,72407.3039,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEAAEE-19-0009,72407.2967,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KP67,72407.1668,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCCAAB-19-0076,72407.2468,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCDACH-19-0004,72407.2492,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP077,72407.1317,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBABADF-19-0084,72407.2174,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1448/2356,72407.1049,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDCAAC-19-0067,72407.2730,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae KP-NE368,72407.2059,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae Kp1,72407.1721,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 789/1759,72407.907,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae DEUKp4822,72407.2042,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBDEAAB-19-0027,72407.2758,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBDADA-19-0051,72407.2362,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDACI-19-0137,72407.2356,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP015121,72407.845,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP020131,72407.871,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBACAAB-19-0018,72407.2195,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain KPN_KPC_HUG_B6,72407.475,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDAFG-19-0152,72407.2372,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDEAAB-19-0091,72407.2760,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain SIKP044,72407.1296,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP015134,72407.840,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDAGD-19-0013,72407.2397,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KPLC+02 strain KPLC+02 strain KPLC+02,72407.732,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae P-61,72407.2065,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain Kpn37,72407.1841,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP015079,72407.863,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae WCHKP015109,72407.1975,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBHAAB-19-0015,72407.2448,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1768/2754,72407.1030,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBACAAF-19-0002,72407.2197,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KPCTRPRTH04,72407.635,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain Kpn3689,72407.1837,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KPCRETH22,72407.641,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBCAHF-19-0004,72407.2301,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBCADC-19-0135,72407.2298,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae KKP043,72407.1895,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WRC05_CMC387P,72407.1616,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain WRC10_CMC309MC,72407.1648,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain DG7163,72407.1098,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 1986/2993,72407.1037,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain KPSW+03,72407.670,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCGADG-19-0025,72407.2568,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae WCHKP015075,72407.1990,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864800,72407.583,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae WCHKP015141,72407.1961,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEHAAB-19-0080,72407.2850,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 43UCESBL_BLUE4LB,72407.721,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae LC-394/19,72407.2034,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864780,72407.551,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain NCTC9494,72407.1144,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCDABH-19-0001,72407.2922,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae LC-159/18,72407.2028,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP099,72407.1304,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain RJBSI76-pV,72407.1498,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDABG-19-0004,72407.2344,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBFABC-19-0051,72407.2442,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1354/2241,72407.1010,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain MRSN613017,72407.1779,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDADH-19-0088,72407.2368,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN752623,72407.2889,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDAGF-19-0047,72407.2406,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae MRSN849896,72407.2897,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDGAAB-19-0021,72407.2786,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEAAAI-19-0031,72407.2950,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae 849,72407.2125,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDAGI-19-0007,72407.2409,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCJAAB-19-0019,72407.2702,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864747,72407.495,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain H642,72407.1413,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae TUM9979,72407.1954,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBBAAI-19-0014,72407.2254,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain JNM8C2,72407.1139,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBDCAAE-19-0256,72407.2734,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain KPPSTH05,72407.685,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCIAAB-19-0096,72407.2630,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SCKP020060,72407.881,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDADA-19-0049,72407.2361,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCIACE-19-0112,72407.2669,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCGAAG-19-0037,72407.2528,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864839,72407.494,ampicillin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDGAAG-19-0036,72407.2792,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBAEABJ-19-0100,72407.2200,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae MRSN488952,72407.1883,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae KKP052,72407.1889,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN824964,72407.1885,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864852,72407.479,ampicillin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDADH-19-0088,72407.2368,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain LC-1825/18,72407.1411,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDBAAB-19-0154,72407.2932,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEAAEE-19-0118,72407.2807,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 1983/2989,72407.971,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain R2589,72407.1157,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae Kpn290,72407.1932,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBDAFG-19-0061,72407.2380,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN849636,72407.2893,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCHACA-19-0073,72407.2581,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP020124,72407.877,imipenem,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae M7173549,72407.3061,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCJAAB-19-0003,72407.2692,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain MRSN570165,72407.1803,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCIACE-19-0176,72407.2671,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae 4771,72407.1716,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCGAAG-19-0467,72407.2549,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae L8263415,72407.3051,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae TUM12586,72407.1957,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain DG6684,72407.1110,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864776,72407.536,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864872,72407.538,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1423/2324,72407.1072,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCHACA-19-0024,72407.2577,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCHACG-19-0295,72407.2592,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae N0244028,72407.3050,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae WCHKP015091,72407.1983,ciprofloxacin,1,Klebsiella pneumoniae
